title,url,category,instructor,platform,search_corpus
Primate Conservation,https://www.coursera.org/learn/primate-conservation,Social Sciences,['~40273937'],Coursera,"primate conservation social sciences natural resource management, environmental science, taxonomy, environmental issue, case studies, sustainable development, environment, risk analysis, biology"
Principles of Economics: Introduction - Getting to Know You,https://www.coursera.org/learn/principles-of-economics-intro,Social Sciences,['~134870502'],Coursera,"principles of economics: introduction - getting to know you social sciences supply and demand, policy analysis, economics, international relations, decision making, market dynamics, consumer behaviour, operating cost, tax, market analysis"
Principles of Economics: Macroeconomics - The Big Picture,https://www.coursera.org/learn/principles-of-economics-macroeconomics,Social Sciences,['~134870502'],Coursera,"principles of economics: macroeconomics - the big picture social sciences fiscal management, investments, public policies, financial market, international finance, labor relations, financial regulations, business economics, financial policy, economics, performance metric, economic development, business metrics, supply and demand, market dynamics"
Principles of Economics: Microeconomics - Down to Business,https://www.coursera.org/learn/principles-of-economics-microeconomics,Social Sciences,['~134870502'],Coursera,"principles of economics: microeconomics - down to business social sciences cost benefit analysis, operating cost, market dynamics, supply and demand, decision making, market analysis, business economics, economics, game theory, policty analysis, research, and development, consumer behaviour"
Principles of Management,https://www.coursera.org/learn/principles-of-management,Business,['illysa-izenberg'],Coursera,"principles of management business business communication, coaching, business ethics, influencing, communication, decision making, team management, organizational strategy, strategic thinking, project management, employee coaching, team building, active listening, conflict management, leadership studies, leadership and management, relationship building"
Principles of UX/UI Design,https://www.coursera.org/learn/principles-of-ux-ui-design,Computer Science,['~30575670'],Coursera,"principles of ux/ui design computer science figma (design software), wireframing, usability testing, interaction design, persona (user experience), user interface (ui), user centered design, front-end web development, prototyping, user experience, ui/ux research, user interface and user experience (ui/ux) design, user experience design, design research, web design, design elements and principles, user interface (ui) design"
Privacy and Security for Healthcare Organizations​,https://www.coursera.org/learn/privacy-and-security-for-healthcare-organizations,Health,['~31081695'],Coursera,"privacy and security for healthcare organizations​ health medical privacy, health care procedure and regulation, data sharing, cybersecurity, disaster recovery, authorization (computing), data security, health information management, security controls, personally identifiable information, information privacy, security awareness, data access"
Privacy & Standardisation Capstone,https://www.coursera.org/learn/privacy-capstone,Social Sciences,['jansmits'],Coursera,"privacy & standardisation capstone social sciences medical privacy, health information management, legal research, information privacy, health care procedure and regulation, general data protection regulation (gdpr), technology strategies, personally identifiable information, legal writing, health insurance portability and accountability act (hipaa) compliance, law, regulation, and compliance"
Privacy in Europe,https://www.coursera.org/learn/privacy-eu,Social Sciences,['jansmits'],Coursera,"privacy in europe social sciences legal risk, informed consent, law, regulation, and compliance, data governance, general data protection regulation (gdpr), personally identifiable information, it security architecture, legal research, data ethics, information privacy, european history, case law"
Privacy Law and Data Protection,https://www.coursera.org/learn/privacy-law-data-protection,Business,['~25105451'],Coursera,"privacy law and data protection business data management, governance, health insurance portability and accountability act (hipaa) compliance, information privacy, medical privacy, personally identifiable information, incident response, risk management, general data protection regulation (gdpr), data sharing, data security, regulatory compliance"
Privacy Law and HIPAA,https://www.coursera.org/learn/privacy-law-hipaa,Business,['~25105451'],Coursera,"privacy law and hipaa business medical privacy, data security, compliance management, law, regulation, and compliance, health insurance portability and accountability act (hipaa) compliance, incident response, information privacy, risk analysis, personally identifiable information, general data protection regulation (gdpr)"
Privacy in the USA,https://www.coursera.org/learn/privacy-laws-us,Social Sciences,['jansmits'],Coursera,"privacy in the usa social sciences telecommunications, case law, law, regulation, and compliance, data ethics, personally identifiable information, information privacy, court systems, digital communications, legal research"
Private Equity and Venture Capital,https://www.coursera.org/learn/private-equity,Business,['stefano-caselli'],Coursera,"private equity and venture capital business tax laws, legal risk, entrepreneurial finance, financial modeling, business valuation, financial management, entrepreneurship, due diligence, private equity, investments, mergers & acquisitions, negotiation"
Probabilistic Deep Learning with TensorFlow 2,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2,Data Science,['kevin-webster'],Coursera,"probabilistic deep learning with tensorflow 2 data science unsupervised learning, machine learning, bayesian statistics, probability & statistics, generative model architectures, deep learning, dimensionality reduction, image analysis, artificial neural networks, tensorflow"
Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models,Data Science,['koller'],Coursera,"probabilistic graphical models 1: representation data science statistical modeling, network model, probability & statistics, natural language processing, probability distribution, graph theory, bayesian network, decision support systems, network analysis, markov model"
Probabilistic Graphical Models 2: Inference,https://www.coursera.org/learn/probabilistic-graphical-models-2-inference,Data Science,['koller'],Coursera,"probabilistic graphical models 2: inference data science sampling (statistics), probability & statistics, machine learning algorithms, algorithms, graph theory, markov model, bayesian network, statistical inference, statistical methods, applied machine learning, computational thinking"
Probabilistic Graphical Models 3: Learning,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning,Data Science,['koller'],Coursera,"probabilistic graphical models 3: learning data science markov model, probability & statistics, applied machine learning, algorithms, bayesian network, probability distribution, machine learning, statistical modeling, statistical methods, network analysis, machine learning algorithms"
Natural Language Processing with Probabilistic Models,https://www.coursera.org/learn/probabilistic-models-in-nlp,Data Science,"['~170597538', 'ymourri', 'lukaszkaiser']",Coursera,"natural language processing with probabilistic models data science text mining, linear algebra, algorithms, markov model, natural language processing, probability & statistics, data processing, artificial neural networks, machine learning methods"
Introduction to Probability and Data with R,https://www.coursera.org/learn/probability-intro,Data Science,['minecetinkayarundel'],Coursera,"introduction to probability and data with r data science probability, statistical analysis, statistics, descriptive statistics, exploratory data analysis, probability distribution, statistical inference, r programming, data analysis, bayesian statistics, r (software), sampling (statistics)"
Probability and Statistics: To p or not to p?,https://www.coursera.org/learn/probability-statistics,Data Science,['james-abdey'],Coursera,"probability and statistics: to p or not to p? data science statistical inference, risk modeling, data-driven decision-making, statistics, probability & statistics, data analysis, data visualization software, descriptive statistics, probability, statistical hypothesis testing, mathematical modeling"
Probability Theory and Regression for Predictive Analytics,https://www.coursera.org/learn/probability-theory-and-regression-for-predictive-analytics,Data Science,['~148152523'],Coursera,"probability theory and regression for predictive analytics data science machine learning, regression analysis, data science, statistical methods, probability & statistics, statistical inference, probability distribution, data analysis, python programming, feature engineering, statistical modeling, statistical machine learning, applied mathematics, probability, bayesian statistics, algorithms, statistical analysis, predictive analytics"
Probability Foundations for Data Science and AI,https://www.coursera.org/learn/probability-theory-foundation-for-data-science,Data Science,"['~65040673', '~2646248']",Coursera,"probability foundations for data science and ai data science probability & statistics, probability, probability distribution, data analysis, statistical inference, descriptive statistics, bayesian statistics, artificial intelligence, statistical analysis"
Problem-Solving Skills for University Success,https://www.coursera.org/learn/problem-solving-skills,Social Sciences,"['lydia-dutcher', 'katherine']",Coursera,"problem-solving skills for university success social sciences creative problem-solving, brainstorming, critical thinking, case studies, research, communication, complex problem solving, analytical skills, creative thinking, problem solving"
"Problems, Algorithms and Flowcharts",https://www.coursera.org/learn/problems-algorithms-and-flowcharts,Data Science,['robertzimmer'],Coursera,"problems, algorithms and flowcharts data science pseudocode, computer science, data structures, computational thinking, algorithms, program development"
Problem-Solving,https://www.coursera.org/learn/problemsolving,Personal Development,['~123403555'],Coursera,"problem-solving personal development brainstorming, problem solving, analytical skills, root cause analysis, stakeholder analysis, data collection, critical thinking and problem solving, decision making, creative problem-solving"
Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data,Data Science,['google-career-certificates'],Coursera,"process data from dirty to clean data science spreadsheet software, sampling (statistics), data quality, sample size determination, data analysis, data integrity, sql, data transformation, data cleansing, data validation"
Process Mining: Data science in Action,https://www.coursera.org/learn/process-mining,Data Science,['wilvanderaalst'],Coursera,"process mining: data science in action data science real time data, process improvement, verification and validation, process analysis, process optimization, data validation, data processing, business process management, data science, data mining, business process modeling, business process"
Procurement Basics,https://www.coursera.org/learn/procurement-basics,Business,['don'],Coursera,"procurement basics business case studies, supply chain management, request for proposal, supplier management, stakeholder management, request for quotation (rfq), procurement, cost reduction, purchasing"
Procurement for Governments,https://www.coursera.org/learn/procurement-for-governments,Social Sciences,"['~156404147', '~141793623']",Coursera,"procurement for governments social sciences public administration, stakeholder engagement, request for quotation (rfq), strategic sourcing, regulatory compliance, business ethics, supply chain, supplier relationship management, governmental accounting, public policies, governance, request for proposal, risk management, sustainable business, digital transformation, business risk management, purchasing, corporate sustainability, supplier management, procurement"
Procurement for Governments,https://www.coursera.org/learn/procurement-for-governments-1,Social Sciences,"['~156404147', '~141793623']",Coursera,"procurement for governments social sciences stakeholder management, governance, accountability, risk management, vendor management, contract management, ethical standards and conduct, due diligence, supply chain, strategic sourcing, compliance training, procurement, supplier relationship management"
Procurement & Sourcing Introduction,https://www.coursera.org/learn/procurement-sourcing-introduction,Business,['don'],Coursera,"procurement & sourcing introduction business supplier relationship management, supplier management, strategic sourcing, procurement, supply management, supply chain management"
The Art of Music Production,https://www.coursera.org/learn/producing-music,Arts And Humanities,['swebber'],Coursera,"the art of music production arts and humanities peer review, post-production, musical composition, storytelling, media production, music, editing"
Producing Music in the Home Studio,https://www.coursera.org/learn/producing-music-in-the-home-studio,Arts And Humanities,['~162152481'],Coursera,"producing music in the home studio arts and humanities music, creativity, musical composition, music theory, editing, post-production"
Product Design for the Circular Economy,https://www.coursera.org/learn/product-design-for-circular-economy,Physical Science And Engineering,['~25865418'],Coursera,"product design for the circular economy physical science and engineering sustainable design, sustainable engineering, materials science, sustainable business, business leadership, environmental regulations, product lifecycle management, environment and resource management, waste minimization, process improvement, product design"
Product Management: An Introduction,https://www.coursera.org/learn/product-management-an-introduction,Information Technology,"['ravahuja', '~131497207']",Coursera,"product management: an introduction information technology cross-functional collaboration, project management, product management, product lifecycle management, product strategy, portfolio management, market research, value propositions, stakeholder management, business acumen, product development"
Product Management: Building AI-Powered Products,https://www.coursera.org/learn/product-management-building-ai-powered-products,Information Technology,"['daniel-c-yeomans', 'skillup']",Coursera,"product management: building ai-powered products information technology new product development, product management, product lifecycle management, stakeholder communications, ai product strategy, product development, team building, artificial intelligence, return on investment, commercialization, technical product management"
Product Management: Developing and Delivering a New Product,https://www.coursera.org/learn/product-management-developing-and-delivering-a-new-product,Information Technology,"['daniel-c-yeomans', 'skillup']",Coursera,"product management: developing and delivering a new product information technology product development, competitive analysis, market analysis, team building, product requirements, usability testing, product lifecycle management, product planning, product roadmaps, product testing, stakeholder management, stakeholder analysis, market research, product management, new product development"
Product Management: Foundations & Stakeholder Collaboration,https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration,Computer Science,"['daniel-c-yeomans', 'skillup']",Coursera,"product management: foundations & stakeholder collaboration computer science communication, new product development, stakeholder management, leadership, product management, competitive analysis, product planning, stakeholder engagement, strategic communication, product strategy, market analysis, business development, innovation, product lifecycle management, team building"
Product Management: Initial Product Strategy and Plan,https://www.coursera.org/learn/product-management-initial-product-strategy-and-plan,Computer Science,"['daniel-c-yeomans', 'skillup']",Coursera,"product management: initial product strategy and plan computer science market analysis, product roadmaps, business planning, team building, product strategy, financial analysis, product planning, product management, market research, marketing strategies, agile product development, new product development, competitive analysis, project management life cycle, user requirements documents, product lifecycle management, risk management"
The Product Owner Profession:  Unleashing the Power of Scrum,https://www.coursera.org/learn/product-owner-unleashing-the-power-of-scrum,Business,"['markbentcover', 'skillup']",Coursera,"the product owner profession:  unleashing the power of scrum business agile project management, agile product development, sprint retrospectives, backlogs, stakeholder communications, product strategy, product roadmaps, project management, stakeholder engagement, product management, user story, sprint planning, agile methodology"
The Theory of the Firm,https://www.coursera.org/learn/production-costs-market-power-competition,Social Sciences,['josevazquez-cognet'],Coursera,"the theory of the firm social sciences business operations, market dynamics, competitive analysis, economics, decision making, consumer behaviour, business strategy, business economics, market analysis, supply and demand, price negotiation"
Production of concrete,https://www.coursera.org/learn/production-of-concrete,Physical Science And Engineering,['~113266557'],Coursera,"production of concrete physical science and engineering plant operations and management, civil engineering, manufacturing standards, manufacturing operations, production process, construction, analytical testing, materials science, manufacturing processes, technical standard, laboratory testing, product testing, construction engineering"
Writing Professional Email and Memos (Project-Centered Course),https://www.coursera.org/learn/professional-emails,Business,"['treardo2', '~16676446']",Coursera,"writing professional email and memos (project-centered course) business proofreading, business communication, constructive feedback, editing, business writing, writing, target audience, professionalism, taking meeting minutes, concision, grammar, peer review, business correspondence"
Write Professional Emails in English,https://www.coursera.org/learn/professional-emails-english,Language Learning,['gerrylanders'],Coursera,"write professional emails in english language learning english language, business correspondence, editing, cultural sensitivity, writing, communication, business communication, proofreading, grammar, intercultural competence, business writing"
Professional Selling: Step 1 - Think Like a High-Performer,https://www.coursera.org/learn/professional-selling-step-1,Business,"['~116372135', '~98470302']",Coursera,"professional selling: step 1 - think like a high-performer business customer analysis, non-verbal communication, verbal communication skills, sales process, consumer behaviour, sales, b2b sales, target audience, selling techniques, sales strategy, communication, customer relationship building"
Professional Selling: Step 2 - Prepare Like a High-Performer,https://www.coursera.org/learn/professional-selling-step-2,Business,"['~116372135', '~98470302']",Coursera,"professional selling: step 2 - prepare like a high-performer business sales pipelines, communication, sales strategy, needs assessment, cold calling, verbal communication skills, customer relationship building, value propositions, customer engagement, sales process, sales prospecting, lead generation, relationship management, prospecting and qualification"
Foundations of Teaching for Learning: Being a Professional,https://www.coursera.org/learn/professional-teacher,Social Sciences,"['johnmacbeath', 'stephendinham']",Coursera,"foundations of teaching for learning: being a professional social sciences professionalism, professional development, willingness to learn, education and training, working with children, leadership, ethical standards and conduct, teaching, pedagogy, collaboration, lifelong learning, personal development, instructing"
Professionalism in Allied Health,https://www.coursera.org/learn/professionalism-allied-health,Personal Development,['jzabel'],Coursera,"professionalism in allied health personal development teamwork, patient-centered care, interpersonal communications, emotional intelligence, relationship building, verbal communication skills, time management, ethical standards and conduct, empathy, communication, professional development, cultural responsiveness, healthcare ethics, professionalism, patient communication, stress management, conflict management"
Professionalism in an era of change,https://www.coursera.org/learn/professionalism-in-an-era-of-change,Personal Development,['~26840344'],Coursera,"professionalism in an era of change personal development leadership, sociology, personal development, organizational structure, leadership development, adaptability, professional development, employee engagement, lifelong learning, workforce development, professionalism, psychology, ethical standards and conduct, organizational change"
Program Design and Evaluation,https://www.coursera.org/learn/program-design-and-evaluation-1,Social Sciences,['~118836144'],Coursera,"program design and evaluation social sciences stakeholder engagement, resource allocation, needs assessment, public policies, systems thinking, policy analysis, qualitative research, program development, program implementation, program evaluation, project design"
Program Design & Evaluation for Health Systems Strengthening,https://www.coursera.org/learn/program-design-and-evaluation-for-health-systems-strengthening,Health,"['~15117667', '~92839094']",Coursera,"program design & evaluation for health systems strengthening health health policy, health systems, public health, research design, scalability, systems analysis, data quality, health information management, technical communication"
Programming Fundamentals,https://www.coursera.org/learn/programming-fundamentals,Computer Science,"['anne-bracy', 'andrew-hilton', 'genevieve-lipp']",Coursera,"programming fundamentals computer science computer programming, algorithms, programming principles, c (programming language), problem solving"
Programming in Python,https://www.coursera.org/learn/programming-in-python,Information Technology,['~30575670'],Coursera,"programming in python information technology development environment, development testing, data structures, software testing, algorithms, python programming, debugging, test driven development (tdd), object oriented programming (oop), computer programming, unit testing, django (web framework), integrated development environments, cloud hosting"
Introduction to Programming,https://www.coursera.org/learn/programming-introduction,Computer Science,"['~5797905', '~5985111']",Coursera,"introduction to programming computer science c (programming language), file management, computer hardware, program development, computer programming, computational thinking, algorithms, computer architecture, data structures, operating systems, debugging"
"Programming Languages, Part A",https://www.coursera.org/learn/programming-languages,Computer Science,['~873260'],Coursera,"programming languages, part a computer science computational thinking, other programming languages, programming principles, software installation, functional design, object oriented programming (oop), ruby (programming language), theoretical computer science, computer programming"
"Programming Languages, Part B",https://www.coursera.org/learn/programming-languages-part-b,Computer Science,['~873260'],Coursera,"programming languages, part b computer science ruby (programming language), computer programming, other programming languages, programming principles, software design, software architecture, debugging, data structures, functional design"
"Programming Languages, Part C",https://www.coursera.org/learn/programming-languages-part-c,Computer Science,['~873260'],Coursera,"programming languages, part c computer science other programming languages, theoretical computer science, ruby (programming language), debugging, functional design, object oriented programming (oop), programming principles, computer programming, computational thinking, software design patterns"
Programming with C ++,https://www.coursera.org/learn/programming-with-c-plus-plus,Computer Science,['~43828810'],Coursera,"programming with c ++ computer science c++ (programming language), object oriented programming (oop), data structures, c and c++, computer programming, algorithms, programming principles"
Programming with Generative AI,https://www.coursera.org/learn/programming-with-generative-ai,Computer Science,['debanga'],Coursera,"programming with generative ai computer science github, microsoft copilot, computer programming tools, generative ai, microsoft visual studio, artificial intelligence and machine learning (ai/ml), computer programming, innovation, software development tools, openai"
Programming with Java,https://www.coursera.org/learn/programming-with-java,Computer Science,['~163527311'],Coursera,"programming with java computer science maintainability, java, object oriented programming (oop), debugging, object oriented design, data import/export, software development, file management"
Programming with JavaScript,https://www.coursera.org/learn/programming-with-javascript,Computer Science,['~30575670'],Coursera,"programming with javascript computer science program development, scripting languages, scripting, data structures, package and software management, unit testing, jest (javascript testing framework), functional design, json, javascript, web applications, object oriented programming (oop), front-end web development, computer programming, node.js, web development tools, event-driven programming, debugging"
Programming with Scratch,https://www.coursera.org/learn/programming-with-scratch,Computer Science,['~19026808'],Coursera,"programming with scratch computer science visualization (computer graphics), scripting, storytelling, storyboarding, computational thinking, programming principles, computer programming, animation and game design, solution design"
Designing a MEMS-Based Sensor for Exhaled Breath Analysis,https://www.coursera.org/learn/project-design-mems-based-sensor-for-exhaled-breath-analysers,Physical Science And Engineering,['hardikp-iisc'],Coursera,"designing a mems-based sensor for exhaled breath analysis physical science and engineering electronics engineering, chemical and biomedical engineering, materials science, engineering plans and specifications, technical documentation, electronics, electronic systems, engineering documentation, medical devices, biomedical engineering, prototyping, electronic components, laboratory testing, technical communication, manufacturing processes"
Project Execution: Running the Project,https://www.coursera.org/learn/project-execution-google,Business,['google-career-certificates'],Coursera,"project execution: running the project business continuous improvement process, data storytelling, project closure, stakeholder communications, data-driven decision-making, project controls, project management, team management, strategic thinking, communication strategies, project management life cycle, meeting facilitation, risk management, project documentation, quality assessment, quality management, project risk management"
Project Finance Fundamentals: Analyze & Structure Deals,https://www.coursera.org/learn/project-finance-fundamentals-analyze-structure-deals,Business,['~136048342'],Coursera,"project finance fundamentals: analyze & structure deals business stakeholder analysis, return on investment, risk analysis, due diligence, financial modeling, financial analysis, project risk management, feasibility studies, market analysis, case studies, loans, cash flows, project finance, financial statements, cost estimation"
Project: Generative AI Applications with RAG and LangChain,https://www.coursera.org/learn/project-generative-ai-applications-with-rag-and-langchain,Data Science,"['~145767132', '~145763044']",Coursera,"project: generative ai applications with rag and langchain data science prompt engineering, data storage technologies, database management systems, llm application, natural language processing, user interface (ui), document management, generative ai"
Project Initiation: Starting a Successful Project,https://www.coursera.org/learn/project-initiation-google,Business,['google-career-certificates'],Coursera,"project initiation: starting a successful project business project management software, project documentation, business writing, project scoping, goal setting, stakeholder management, project management life cycle, team management, stakeholder analysis, cost benefit analysis, project management, resource management, strategic thinking"
"Project Lifecycle, Information Sharing, and Risk Management",https://www.coursera.org/learn/project-lifecycle-information-sharing-risk-management,Business,"['daniel-c-yeomans', 'skillup']",Coursera,"project lifecycle, information sharing, and risk management business project management life cycle, active listening, stakeholder communications, stakeholder management, systems development life cycle, project risk management, agile methodology, risk mitigation, project management, conflict management, project management software, project management institute (pmi) methodology, risk analysis, project documentation, risk management, communication"
"Project Management Job Search, Resume, and Interview Prep",https://www.coursera.org/learn/project-management-career-guide-and-interview-prep,Personal Development,"['daniel-c-yeomans', 'ibm-skills-network']",Coursera,"project management job search, resume, and interview prep personal development interviewing skills, project management, communication strategies, writing and editing, recruitment, verbal communication skills, negotiation, linkedin, professional networking, applicant tracking systems"
"Project Management Communication, Stakeholders & Leadership",https://www.coursera.org/learn/project-management-communication-stakeholders-and-leadership,Business,"['daniel-c-yeomans', 'kasiekyle']",Coursera,"project management communication, stakeholders & leadership business stakeholder analysis, project management, technical communication, stakeholder communications, stakeholder engagement, leadership, resource management, project schedules, team leadership, communication, project coordination, scheduling, project management institute (pmi) methodology, resource allocation, emotional intelligence, stakeholder management, negotiation, decision making, resource planning, leadership and management"
Project Management Essentials,https://www.coursera.org/learn/project-management-essentials,Business,['~128226628'],Coursera,"project management essentials business project management life cycle, project risk management, project controls, project scoping, project planning, project closure, project management, project management institute (pmi) methodology"
Project Management for Development,https://www.coursera.org/learn/project-management-for-development,Business,['cusechemelo'],Coursera,"project management for development business resource management, scope management, project controls, cost management, project scoping, procurement, timelines, project schedules, communication planning, risk management, earned value management, risk analysis, stakeholder management, project performance, project documentation, cost estimation, project implementation, scheduling, project planning, work breakdown structure"
Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations,Business,['google-career-certificates'],Coursera,"foundations of project management business interpersonal communications, project management, waterfall methodology, project coordination, organizational structure, agile methodology, strategic thinking, project management life cycle, project planning, organizational change, change management"
Project Management: Foundations and Initiation,https://www.coursera.org/learn/project-management-foundations-initiation,Business,['christy-bozic'],Coursera,"project management: foundations and initiation business project management, leadership and management, communication, requirements management, project scoping, team building, project management life cycle, business communication, resource management, team management, team leadership, engineering management, stakeholder management, stakeholder analysis"
"Project Management Foundations, Initiation, and Planning",https://www.coursera.org/learn/project-management-foundations-initiation-and-planning,Information Technology,"['daniel-c-yeomans', 'skillup']",Coursera,"project management foundations, initiation, and planning information technology project planning, earned value management, project management, project management life cycle, work breakdown structure, stakeholder management, cost management, project management institute (pmi) methodology, project schedules, team leadership, risk management, agile project management, stakeholder engagement, quality management, project scoping, decision making, project documentation"
Project Management Fundamentals,https://www.coursera.org/learn/project-management-fundamentals-microsoft,Business,['microsoft'],Coursera,"project management fundamentals business project management, project management life cycle, project planning, project implementation, project closure, project management institute (pmi) methodology, stakeholder analysis, stakeholder management, organizational structure, project management office (pmo)"
Project Management in Healthcare : Tools and Tactics,https://www.coursera.org/learn/project-management-in-healthcare--tools-and-tactics,Health,"['~177189186', '~141793623']",Coursera,"project management in healthcare : tools and tactics health team oriented, project management, regulatory affairs, collaboration, process improvement, health technology, compliance management, healthcare industry knowledge, collaborative software, workflow management, project management software, key performance indicators (kpis), continuous improvement process, risk management, health care procedure and regulation"
Project Management Quickstart,https://www.coursera.org/learn/project-management-quickstart-uw,Business,['~120774063'],Coursera,"project management quickstart business work breakdown structure, project documentation, project scoping, product roadmaps, people management, project planning, agile methodology, communication planning, dependency analysis, stakeholder management, agile project management, project management"
Initiating and Planning Projects,https://www.coursera.org/learn/project-planning,Business,['margaret-meloni-uci'],Coursera,"initiating and planning projects business influencing, conflict management, stakeholder management, organizational structure, project documentation, project planning, project management life cycle, planning, project management, project scoping, stakeholder analysis"
Project Planning and Execution,https://www.coursera.org/learn/project-planning-execution,Business,['christy-bozic'],Coursera,"project planning and execution business quality management, project schedules, budget management, milestones (project management), engineering management, timelines, quality assurance, risk management, risk mitigation, project planning, risk analysis, cost estimation, procurement, scheduling, project closure, quality control, supplier management, project management"
Project Planning: Putting It All Together,https://www.coursera.org/learn/project-planning-google,Business,['google-career-certificates'],Coursera,"project planning: putting it all together business strategic thinking, project documentation, communication planning, risk management, project management, project planning, project risk management, budgeting, milestones (project management), technical communication, procurement, timelines, cost management, estimation"
Managing Project Risks and Changes,https://www.coursera.org/learn/project-risk-management,Business,['margaret-meloni-uci'],Coursera,"managing project risks and changes business scope management, project controls, project performance, change control, stakeholder communications, project closure, project management, communication, risk management, risk analysis, change management, project documentation, project risk management"
Promote the Ethical Use of Data-Driven Technologies,https://www.coursera.org/learn/promote-ethical-data-driven-technologies,Data Science,"['nell-watson', 'tania-de-gasperis', '~66201174']",Coursera,"promote the ethical use of data-driven technologies data science data security, emerging technologies, diversity awareness, artificial intelligence, business ethics, big data, information privacy, personally identifiable information, data ethics, responsible ai"
Promote your Scientific Results,https://www.coursera.org/learn/promote-scientific-results,Physical Science And Engineering,"['~138767777', '~7433306', '~74163586']",Coursera,"promote your scientific results physical science and engineering research, concision, verbal communication skills, communication, media and communications, public speaking, persuasive communication, public relations, rapport building, communication strategies, oral expression, interpersonal communications, interviewing skills, general networking"
Promotional Materials Every Musician Needs,https://www.coursera.org/learn/promotional-materials-every-musician-needs,Arts And Humanities,['e86ef02df82b6faa46c7dd317b42c1cf'],Coursera,"promotional materials every musician needs arts and humanities target audience, writing, design elements and principles, promotional materials, branding, music, presentations, photo/video production and technology, aesthetics, marketing materials, content creation, communication, business writing"
Prompt Engineering for ChatGPT,https://www.coursera.org/learn/prompt-engineering,Data Science,['juleswhite'],Coursera,"prompt engineering for chatgpt data science creative thinking, generative ai, prompt patterns, chatgpt, productivity, creative problem-solving, large language modeling, artificial intelligence and machine learning (ai/ml), artificial intelligence, llm application, problem solving, prompt engineering, openai"
The Pronunciation of American English Project,https://www.coursera.org/learn/pronunciation-american-english-project,Language Learning,"['~21983095', 'helennam', 'ewong', 'megparker']",Coursera,"the pronunciation of american english project language learning english language, language competency, language learning, oral comprehension"
Property and Liability: An Introduction to Law and Economics,https://www.coursera.org/learn/property-law-and-economics,Social Sciences,['~1321389'],Coursera,"property and liability: an introduction to law and economics social sciences technology strategies, compensation management, case studies, economics, civil law, legal proceedings, court systems, litigation and civil justice, property and real estate"
Understanding Prostate Cancer,https://www.coursera.org/learn/prostate-cancer,Health,['kennethpienta'],Coursera,"understanding prostate cancer health pain management, patient education and counseling, treatment planning, risk analysis, urology, oncology, pathology, medical imaging, preventative care, care management, clinical trials, pharmacotherapy, diagnostic tests, surgery, radiation therapy, patient treatment"
Protein Intake for Vegan Diets,https://www.coursera.org/learn/protein-intake-for-vegan-diets,Health,['~172804225'],Coursera,"protein intake for vegan diets health nutritional assessment, sports medicine, meal planning and preparation, nutrition and diet, nutrition education, nutrition counseling"
Pro Tools Basics,https://www.coursera.org/learn/protools,Arts And Humanities,['chrissytignor'],Coursera,"pro tools basics arts and humanities file management, editing, music theory, musical composition, music, instrumental music"
Prototyping,https://www.coursera.org/learn/prototyping,Physical Science And Engineering,['~124197120'],Coursera,"prototyping physical science and engineering usability testing, product development, mockups, industrial design, prototyping, user feedback, product design, development testing, 3d modeling, computer-aided design"
"Providing Social, Emotional, Behavioral, and Special Education Services in School",https://www.coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school,Health,"['~36422654', '~35140751', '~4700420', '~35627281']",Coursera,"providing social, emotional, behavioral, and special education services in school health special education, positive behavior support, crisis intervention, data collection, individualized education programs (iep), mental health, behavior management, school psychology, health promotion, student support and services, case studies"
Psychedelic Science and Medicine,https://www.coursera.org/learn/psychedelic-science-and-medicine,Health,"['~172724444', '~42068369', '~6405159', '~172721434']",Coursera,"psychedelic science and medicine health research design, psychology, pharmacotherapy, clinical trials, psychotherapy, psychiatric assessments, informed consent, clinical research ethics, neurology, healthcare ethics, mental health therapies, mental health diseases and disorders, social studies, research methodologies, ancient history, clinical research, research, pharmacology, psychiatry"
Psychological First Aid,https://www.coursera.org/learn/psychological-first-aid,Health,['georgeeverly'],Coursera,"psychological first aid health crisis intervention, emergency response, psychiatric assessments, trauma care, stress management, patient referral, triage, mental health, rapport building, personal care, interpersonal communications, active listening"
The Psychology of Gender and Sexuality,https://www.coursera.org/learn/psychology-of-gender-and-sexuality,Health,['~120218125'],Coursera,"the psychology of gender and sexuality health biology, cultural diversity, psychology, social sciences, learning theory, human development, sociology, diversity awareness, research"
Psychology of Group Behaviors,https://www.coursera.org/learn/psychology-of-group-behaviors,Health,['~120218125'],Coursera,"psychology of group behaviors health behavior management, psychology, case studies, sociology, research, social sciences"
Psychology of the Self,https://www.coursera.org/learn/psychology-of-the-self,Personal Development,['~120218125'],Coursera,"psychology of the self personal development psychology, self-motivation, goal setting, cultural diversity, mindfulness, cognitive flexibility, scientific methods, personal development, critical thinking, self-awareness, emotional intelligence"
The Psychology of Thrill Seekers,https://www.coursera.org/learn/psychology-of-thrill-seekers,Health,['drkencarter'],Coursera,"the psychology of thrill seekers health research, psychology, biology, relationship building, self-awareness, emotional intelligence, behavior management, case studies, human development"
